"POOL_01"	"study_01"	"study_02"	"study_03"	"study_04"	"study_05"	"study_06"	"study_07"	"study_08"	"study_09"	"study_10"	"POOL_02"	"study_11"	"study_12"	"study_13"	"study_14"	"study_15"	"study_16"	"study_17"	"study_18"	"study_19"	"study_20"	"POOL_03"	"study_21"	"study_22"	"study_23"	"study_24"	"study_25"	"study_26"	"study_27"	"study_28"	"study_29"	"study_30"	"POOL_04"	"study_31"	"study_32"	"study_33"	"study_34"	"study_35"	"study_36"	"study_37"	"study_38"	"study_39"	"study_40"	"POOL_05"	"study_41"	"study_42"	"study_43"	"study_44"	"study_45"	"study_46"	"study_47"	"study_48"	"study_49"	"study_50"	"POOL_06"	"study_51"	"study_52"	"study_53"	"study_54"	"study_55"	"study_56"	"study_57"	"study_58"	"study_59"	"study_60"	"POOL_07"	"study_61"	"study_62"	"study_63"	"study_64"	"study_65"	"study_66"	"study_67"	"study_68"	"study_69"	"study_70"	"POOL_08"	"study_71"	"study_72"	"study_73"	"study_74"	"study_75"	"study_76"	"study_77"	"study_78"	"study_79"	"study_80"	"POOL_09"	"study_81"	"study_82"	"study_83"	"study_84"	"study_85"	"study_86"	"study_87"	"POOL_10"	"study_88"	"study_89"	"study_90"	"study_91"	"study_92"	"study_93"	"study_94"	"POOL_11"
"FT5953"	2710.84758616196	2689.98217718781	2886.40083192988	2691.79803615182	2673.34384761141	2003.85711087289	2516.69484644689	2549.96711212222	NA	2614.43401784939	2741.95204996243	2557.21075946292	2800.24334212849	2877.61368168857	2955.02502590917	2826.40678517475	2429.69224718365	3794.83585856338	2192.31880910783	2596.1693448632	2807.32399185889	2388.60854783224	2446.90667717614	3224.1134952381	2807.40565921985	3141.69113159023	NA	NA	2870.17017275587	3197.72312588362	NA	3094.71827393116	2702.61177669991	2663.29683682626	2769.37027470542	2904.13114108116	3135.82277053361	2871.11848686982	2779.70836780336	2382.08757351671	3446.29785633624	3018.00127336475	3221.54491609982	2768.79221835784	2524.87421334837	2980.71003496251	3043.20807701984	3299.99214340108	4091.74923362531	2784.69733005321	2495.80544722295	2703.3174274656	3089.81118881119	NA	2813.7478321876	2712.7794839898	3075.50200259472	2590.69979940796	3658.55529479035	2528.1997938313	3412.31464577573	3084.8030499883	1298.51625292391	2932.44855572294	2754.75558391509	NA	2459.35943932511	2567.56469635998	2816.17146497526	3346.34914050617	2663.90705456435	2554.85587224163	2988.59422299077	3051.11471106077	2584.80111797598	2802.6737128593	3826.24266356148	2530.02718824127	2827.45407488854	4239.961644033	2445.05786057955	3455.48157095993	4103.8110053973	2943.11216840762	3095.28326623461	2567.64820807601	3100.43413307612	2969.76101040764	2539.41438223179	3041.63532325142	3912.70330702384	2302.96613313235	3099.63170241086	2522.58249110874	2963.30350037743	2881.160734507	2616.02603588184	2706.76719368056	2849.11132842574	3086.66119971048	3598.19255190924	3510.64524100235	3869.20526475455	2837.06640850628	2744.3396628609
"FT6004"	1162.2781329495	1031.81511269144	914.757632330932	1056.3010698042	1264.82023979189	1197.64890667686	1151.08718000547	1013.68641268297	NA	1004.59480688215	1156.35194145793	997.486291818249	1027.09480396076	1113.01035129748	985.812148226392	1156.3435016565	1077.16238106753	1614.32046431384	1010.95027785707	1145.78654443256	997.81634674617	1006.29930781301	974.950781949244	1325.4749703655	1037.27569433764	1026.05285396694	NA	NA	1254.7658249658	1155.57182787097	NA	1036.66279490901	1126.27971403563	931.765406009102	1128.68806944675	991.045644520267	1089.58784985523	1146.84363875427	1080.36584282322	1063.90370980389	1233.80042414902	1072.61325580364	1185.82877813587	1189.17990537897	1056.73865201356	1279.20841828026	1328.00462759029	1342.19490532444	1977.66035129158	1066.05793399469	940.968088062045	997.297949851828	1097.94564335664	NA	1109.06329734482	959.199976193879	1055.83712547451	1122.8280992705	1206.57998382015	845.066753306266	1193.36752632351	1091.19163302079	1094.06158393257	1160.23499835369	1148.70625263306	NA	1055.63289879734	1176.31506634017	1054.52577154017	1378.32490221108	998.631397080944	1043.78364104643	1168.23463124483	1270.69073217462	1173.53681940005	1082.50862827865	1252.21963034183	1009.59572425225	1156.06299145011	1601.11716432135	1097.26628782083	1232.34288202955	1827.85149630356	1087.33463373131	1200.98295834171	918.370587316075	1266.7866685095	1388.70715029664	1056.50031560106	1161.60221966344	1439.55095156663	1010.80138860509	1455.86067634024	1211.54178880151	1246.19273822719	1189.6930552126	929.4594305153	1021.81766121375	1427.42860880388	1317.32852527035	1221.81901965675	1507.86025273763	1524.12213234203	943.652288561054	1108.24748394182
"FT6019"	697.11100325299	642.938405592894	864.234264327728	611.234004361059	666.494423839843	797.604304693524	555.815299691027	915.871614902041	NA	966.633291850367	960.570981881621	836.714798004025	825.631322102436	662.256524884326	1023.79806111634	822.405312636597	926.068762578747	1385.90547043685	841.90570149677	954.157941945791	1025.05754391822	1066.06549711434	731.027520365895	969.25309292675	915.063947619647	892.569182775296	NA	NA	601.096689211835	978.035878321698	NA	827.395738395223	797.726817260791	843.428338754948	934.896846150529	676.606118949382	NA	702.600080135117	876.805469537635	963.782640994142	NA	1091.34299347813	689.460311723737	754.944419192146	718.546917499386	1173.4899443638	NA	1363.80344635219	1091.93089188585	782.261802354811	1124.99530288522	952.988677597462	1044.78508741259	NA	555.621303847664	879.16497519762	901.606816811261	880.651266669246	908.986572228623	1113.54546578589	812.471783854597	590.328001446334	NA	1050.94378667457	743.146863597209	NA	679.304222149234	749.545451719862	938.775967391181	622.971971130489	895.058984946129	984.174676569567	580.581532608724	869.131804337427	916.808830097465	782.537141386627	1089.94930985787	712.797731174535	687.712306961893	1636.09193772345	1197.47407200807	1151.39723882851	1429.90629127129	1145.55677368961	815.985983053269	1330.92422612191	683.080978871189	1216.01557756927	795.807642809362	1021.81004451858	NA	1257.70806997273	696.353558435722	1158.47328019534	1062.25377701411	924.614325454081	675.745430955132	925.183139525391	NA	634.202973998455	870.433607299278	750.551852617249	NA	1203.57895333006	751.893001729198
"FT6056"	2520.09658278122	2765.32808240235	3836.81654196391	2776.06429870371	2593.39116263714	2301.13091599778	NA	2721.37103969679	NA	3782.96850258216	2439.31453631155	1880.51970950955	1901.34011496933	2852.07844096677	3207.48156071613	NA	NA	2012.11141538257	1709.52771765515	2347.4662512008	2670.5371389254	2127.29631128485	1234.42263421219	2398.87995845938	3043.64964569265	2637.99465563083	NA	NA	NA	1533.02964714274	NA	1950.44240932505	3088.49666387099	1671.86551067864	1042.60877508642	2528.99852739729	2068.15746480826	2016.78441848918	1849.8755024365	2534.71962476218	NA	2633.7321413834	1763.54877109379	1759.87415151891	1238.1885085705	1909.90615964462	NA	NA	NA	2238.44924000998	2048.92664413745	1971.26350120852	5723.72304545455	NA	2623.41130693991	1451.88316925844	2651.46928624296	2177.3938888736	2112.53429550456	2786.59337167447	2082.6223435388	2344.85257248194	NA	NA	NA	NA	1619.43257078981	2435.13581697078	2270.63104245676	1830.47883693435	1311.67279422522	NA	4159.04387783563	2860.54864945085	1452.87541873526	2484.79882622442	5002.67607441132	1469.43926433009	2056.10277875579	8453.00402473284	NA	2857.0960276036	NA	2036.18618310432	2505.24620427319	2397.4754413262	2747.1130809372	2466.15813999083	1524.92309514297	2440.58233904545	1956.48108772042	1882.72172196467	1684.95919075401	3942.61608265548	1866.17835984528	1664.60200740421	1292.75749086796	1788.28253742395	3147.2781446135	2472.819914665	NA	1728.84772421052	2241.48602646938	2889.06910463073	1548.98470826431
"FT6064"	NA	NA	1052.78306632835	4627.6054297449	3497.14889402073	4225.64740876266	1530.76606304362	3795.36126550766	NA	3323.49750324442	4332.71445809502	1143.36287419407	NA	NA	838.776148508756	2775.58510681874	4045.59696541106	7698.93585353891	3426.26964557541	3454.03830225263	3151.10197669709	3674.77252820989	1542.28652788606	2976.77933754066	3343.20400117231	4539.56082664772	NA	NA	3608.76865552668	2811.56156495577	NA	3468.87569897277	2975.84842803174	3026.58430920143	4978.09919843578	977.325559642768	3893.12997617514	3145.0088279624	3052.11467533068	2709.8835864568	1698.98856902258	2201.13987100599	4617.77845997784	3259.71807689559	1498.06699451641	5140.0769737655	3800.3641976258	5120.50866451214	5701.35741960263	5327.76382952937	3538.36757754954	4732.1099031012	3552.26734615384	4511.89592517619	4148.89828838462	3697.42445898613	3650.06586383766	2177.31826027603	5931.74081730916	3035.34784127945	2385.33491913304	4120.12616404445	NA	5336.75794188839	4457.86818053379	NA	2809.46345618374	4143.76482518503	4450.84321399576	3398.53305928874	4366.01440761599	NA	4270.71487242799	3279.84158389397	4447.42272694001	4478.85380094071	5660.89726829605	3445.22450285537	4653.9994648412	5511.69048263274	4658.3294624232	5208.41588939653	1108.26828232096	5789.7224498833	4153.66623595942	4727.00084136594	5682.8575958443	7314.19006053311	3753.76917887674	5938.60340791715	5941.82381520581	3757.17714138478	5592.84600397683	5714.5719073289	4723.97336895625	5615.585030635	3651.60680763577	4771.64073092523	3134.50432408001	6074.86888111798	4802.20286275758	NA	3385.34461326077	3623.50796342055	3322.11095386402
"FT6077"	18180.0285016792	1605.71078477349	1109.03244707027	NA	NA	1087.79979482384	3490.19964063898	NA	NA	989.025311114871	1220.75335982242	16934.6699455164	NA	1044.68311557418	NA	979.810435728043	1033.57327780788	17207.5474212541	838.163507465505	NA	1896.43827323417	1342.77606398036	18671.4514572585	789.014004049507	1013.04255812661	883.186598264924	1728.31961550367	NA	NA	17279.9938306671	NA	1200.4864851196	1187.73727921828	18822.2730224176	NA	1072.75042701587	1055.58989879661	1033.03424998225	1359.20447489236	914.359579747899	907.192774495297	NA	1241.23371940247	NA	20474.2735543366	NA	948.648420112939	30206.6533095165	NA	1359.0357781867	1041.36986276332	872.22035165303	1006.73995804196	NA	NA	20763.0575832656	955.386282621541	1281.18938235283	836.705708347136	5805.88394196349	863.045252172056	1145.38587111956	NA	15290.0607967406	1046.34415520965	NA	21335.247911507	6676.22604031914	1426.36692858571	1391.21807707615	1288.22991245451	NA	1032.54297995487	6198.60502426078	1348.71030512913	1282.28381595077	NA	20732.6575977854	1144.30384134363	NA	NA	988.749359342515	NA	799.097515947418	970.857791430201	1358.86482428648	3340.01113087026	NA	22475.0833928879	NA	NA	678.869974214068	1128.35030751955	NA	1095.09631227012	1160.93481724126	22016.0375142368	829.968591945242	1071.10422352993	817.566637359272	16455.6987792148	813.839143628133	1079.34071822097	964.072360077316	22175.011297969
"FT6095"	16389.9995390166	16607.1699175052	17768.0732072673	17566.661846812	16144.2743156328	16478.7112411536	16956.6407292309	17540.1374742338	5253.01712118621	17195.8438832663	18141.1480422735	16926.9443871182	18808.7614770847	18350.8222834233	16883.231954569	16326.9525515637	17255.528909312	23451.7494533543	15736.3801290096	17085.3742156357	18816.1357378129	14709.041305569	16355.438725234	22176.2542098898	17878.0521140063	19244.7108180572	7155.23829157428	8590.31121641028	18658.8920830078	20491.9637483567	NA	20221.5561613831	19038.0493424353	17454.0851822316	18079.7616644355	17911.1261952062	19576.266992934	18363.1142672422	18028.235919429	16002.8075889126	18499.1355634325	18485.1243940927	19271.6951427637	18215.065983235	16176.9864242507	19839.2055498909	18935.8690468216	22202.4799283455	27897.2436119146	17798.4257126172	16216.7868077928	17361.7071462216	18797.5284230769	NA	17761.4142527737	16748.5281092009	16128.7461445977	16939.994568008	20392.4100744138	16619.4646595416	19418.9587212784	18614.8858107699	8901.69221035854	18956.4312851531	17967.9326424004	1566.80839397189	16490.3873138889	18726.0811560567	17661.2238934459	20588.219871095	15475.8059569962	15725.6181356759	19028.4059128975	19191.8484156159	16693.5891956999	17609.5672731798	23404.930569928	15998.0743303438	18002.3482234102	27626.9346106719	16845.6427768559	20916.0775102567	24769.6544746435	19069.330057462	19627.491745062	17819.4866343217	18461.9698904814	23259.5052700293	16191.5385034696	18854.4787563459	24330.8402026339	15961.2674688761	19950.7612253821	16647.8476455279	19660.7180968194	23135.5832130983	16548.3031323945	17246.5217364567	19466.6378312216	18476.4963473944	21761.3639433848	21450.2664006056	22863.2699735666	16795.1355139556	16097.7392975998
"FT6098"	1291.24845090263	982.23527529795	1134.39454077151	9194.25095198263	16464.8669345298	1291.48385378223	1059.79523454984	1143.57852956247	NA	937.345676833777	1030.60050708016	1061.45962483714	2216.00592571585	954.017432282227	1098.28861393169	847.195063658359	1204.86089857535	NA	1172.70899437004	3646.96588662489	2280.79942411924	1388.68475002647	1073.50810741156	1003.89371694585	866.868888808208	1228.98924811184	NA	NA	18988.3501367289	836.682527185988	NA	1183.38132518173	1197.64167949113	1133.0681925542	960.552709471694	891.410984891714	882.114341676189	1124.65853002336	978.898027127272	1375.44854001569	721.204056190241	5484.09430464045	1387.83104331079	3305.91062442169	1064.35378617839	NA	841.305059460572	NA	NA	1128.04588250103	1231.95046388954	955.973260596173	970.005283216783	NA	1011.29068294951	1081.57136445076	1105.27252063302	1458.42687585695	959.154748505139	1164.23247003558	786.646259358122	1146.72281411361	NA	NA	1262.24065150917	NA	1492.69298874619	1035.46606086282	1177.04781213926	1056.34818242169	1753.17099603253	NA	1117.82302640191	1018.13158210997	1115.22358261154	1464.73641165757	NA	1095.61104177978	1043.65654533165	NA	4245.06984781175	1016.01756309343	NA	892.391818417586	1102.53799359909	978.995796214137	1032.44941453779	NA	1301.60300619809	1083.50544308482	NA	974.683302977116	1067.89229957189	NA	1044.90942397292	933.83678512113	1452.47639073368	573.149763148407	1076.9831131068	1417.08377140035	NA	752.955269276824	1116.99754234719	904.217907137945	1185.55376579374
"FT6115"	1497.10074391319	1350.44018747318	1360.35800093341	1554.15772746888	1400.22995599712	1519.45409286453	1066.90371789325	1427.3579843019	3609.20204078263	1508.24069656331	1366.83138867628	1616.87456818658	1389.78933644036	1437.70261166151	1260.59926615576	1496.8294770936	1306.0371906853	1889.45906652932	1383.09267377028	1597.1889671363	1332.3378848203	1387.54545917077	1511.71415974778	1638.51593240979	1334.44849064805	1478.04359492025	2975.33878458471	4445.64847928624	1264.23216138263	1569.77361168121	3512.31540388579	1360.49070271306	1305.819152874	1616.46523821356	1396.77271774583	1388.33980142477	1429.96387672336	1526.711780211	1333.73541177193	1391.53982549368	2035.10479206543	1404.63061566785	1484.51664707371	1337.32881593887	1621.30672724167	1695.74500872522	1385.80680361462	1971.41931857429	2182.79427861281	1503.18128218428	1445.4049037466	1334.28063484786	1375.44767337446	3832.38460189958	1438.77964343236	1772.07459488498	1479.22794624617	1529.25993281216	1516.57832528065	1568.05496578959	1471.1013215606	1393.46637922481	3017.97625684266	1746.66969398458	1424.25538671269	3493.03579378173	1606.02868537942	1434.20265026464	1376.20916705779	1430.79666647644	1366.53922241055	2881.26736363237	1486.06562258016	1567.78256868428	1431.97399286557	1474.9277731292	1837.66149728796	1589.55094391131	1339.07801054959	2319.5810157702	1506.45860957123	1741.4744024894	2055.64646679021	1632.27835302786	1487.83611783868	1564.08426455259	1423.37742672301	1780.72422630294	1574.00427984579	1661.85009067063	1750.3504033284	1401.59780133088	1555.21743408471	1610.47902272477	1719.89579740844	1833.01175623031	1761.969632497	1739.00728631334	1586.27939888354	1734.30706319931	1892.51005920657	1923.74931410539	1632.57688637493	1714.88042990789	1758.9221777498
"FT6202"	2259.03092478823	1957.59712414616	2454.04165254306	3267.51081855841	2344.34482137088	2837.16646501774	3033.43500118802	3385.25310787692	NA	2902.7075794132	2006.06969898457	2177.5928961189	3112.1551815651	4742.81492387693	3197.55833708016	2662.89298490106	2213.75250941664	5260.04032610071	2136.67499425761	2667.68445143506	3586.87058676273	2258.53254459214	1933.26371938285	3895.88816133974	2466.32729934696	3269.79486626336	NA	NA	3136.52893823834	5438.45037580654	NA	4949.43863758452	4407.57171553436	1887.9594189776	3210.2732614885	2745.02312085937	3018.02360128942	2356.18051261971	3645.21260725681	2320.73733740154	2035.20347762477	3289.92815166727	2871.18879953946	3060.01136263828	1810.5245204458	4392.54866464035	4347.40952772841	2646.32025198194	4915.81209448592	2916.67521915152	2456.56116083939	2565.50040458401	4080.2185909091	NA	2502.67572284516	1766.11787263226	2578.84393556401	2430.48311556615	4454.62083584373	2122.61846650394	2810.115022972	3749.17945570581	NA	2237.47025060621	4018.71289658204	NA	2019.362067343	3487.27806242656	2084.23413858569	3306.30210314302	2868.14229952297	NA	2679.14114404733	3307.1538596807	2981.02203178351	3394.97785435243	5642.93515095245	1951.59381588786	3189.92088296995	6160.61825325196	3741.90647653088	4517.52930364881	5562.82438917881	3236.14170312947	3606.11156640599	4276.08132403615	2707.60332528259	3424.37053868697	1851.51796521911	2709.76243820522	3341.71281645827	2487.87342626897	3063.49756797914	2462.49364301711	3839.49365508812	4817.98260352841	1914.58969737872	2101.6392833887	2859.32752755504	3494.10658882674	4447.58184142509	2483.61341625859	3508.48589192884	2514.57467053309	1896.8688415099
"FT6218"	1183.96099890712	2227.09039092144	1721.29089754388	1897.52157158146	2401.91843481414	2280.91869476105	2213.32555288556	1915.36606661279	7263.84399089995	1991.02908433174	1933.94356507374	2552.90619908029	2159.48384221767	1757.8281598177	1807.03713811018	NA	2602.82433691731	2465.26288744615	2457.77343179475	2163.5669501305	1472.46965913068	1944.65559255212	3015.91643076623	2083.92251037958	2392.79331625479	2298.57306017086	4743.8977245729	6861.38297809373	2421.0627911417	1511.13943026895	5629.11868169158	2304.52571088865	2199.62928846344	3177.49488247147	2456.01935111149	2184.79195620178	2372.84671010621	3155.92479942996	2243.11787468884	2232.7414258784	3626.12097119897	1818.66259138954	2395.26681381681	2215.75348106543	2090.44498460315	2296.83433089249	2931.51248735786	2364.68497175559	3094.39518360622	2333.13332366872	1809.10080424704	1896.62290679928	2088.83820629371	5800.4699059643	2191.98753191539	2562.97415871143	2238.85037852087	2706.59968764569	2102.38108822781	2809.29871262604	2452.65090645715	2146.7270281329	4012.64115889536	3139.56488139743	2591.60668797596	10443.3566008048	NA	NA	2221.13345907997	2862.99209751609	2842.39758730255	4989.16310161321	2793.92371941118	2881.85044955495	2376.28273737801	2043.41940075102	2153.75763388335	2997.41164732436	2630.25606271311	3390.46597720502	3189.85677377671	1580.08610568676	3360.13063963816	2458.57628040411	2438.46015041557	2709.82456474868	2877.791294197	1729.05609432968	2620.93386603664	2126.64035743081	2687.53927457108	1513.46528635033	2288.21156001191	2636.47802984456	2768.49652137297	1960.16186775259	2957.25534188848	3301.11221211316	2967.09050222907	2816.7994605147	3040.49269901237	3618.61029920365	4275.47104603856	2643.31209754764	2652.51627852645
